sku number,sku name,product line code,product line name,cmr product line,sub platform
SH3B14049.03,"20L w/250mL (CX5-14), KBI Biopharma",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B12546.01,"20L W/Filling Bell, JCR",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B10516.02,"20L W/FILTER 4 X 100mL LABTAINER, CX5-14, GENZYME",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3A397.01,"20L Waste Collection,2 Port Dry BTMC, CX5-14, Merck",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
5853M,20L X 10 PE II WET BF BAG,2MD,2D MANIFOLD,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B6512,"20L, STANDARD, 15/CS 4L<50L",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
CU-01434,"20L,S71-SPO",266,COMPONENT,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
CO-0223,"20LITER BAG, LONZA",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
9M020P-EP,20ML AMBER VIAL W/CT CAP,2JT,6P40 CUSTOM CE OTHER,BioproductionContainments,RIGID SOLUTIONS
139-20CCTLPPF,"20ML CL. CT,LP,PF,24-400BLK EACH",2JR,6P20 STD CE,BioproductionContainments,RIGID SOLUTIONS
CEE8M20P-C2,20mL Clear Glass Vial,2JU,6P50 CUSTOM CE NALGENE,BioproductionContainments,RIGID SOLUTIONS
WV000644,20mL Clear Serum Bottle,2JT,6P40 CUSTOM CE OTHER,BioproductionContainments,RIGID SOLUTIONS
8M020WDA-EP,20ML CLEAR SERUM TUBING VIAL,3KJ,CRITICAL ENVIRONMENT,BioproductionContainments,RIGID SOLUTIONS
CEED8M20P-C,20ML CLEAR SERUM VIAL,2JT,6P40 CUSTOM CE OTHER,BioproductionContainments,RIGID SOLUTIONS
CE-N3500-20,20ML PC BIOTN S ULTRALOPRTCL CASEOF 504,2JW,BA10 PC BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3500-20,20ML PC VALIDATION VIAL CASE OF 500,2JW,BA10 PC BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
ST20-20,20ML STERILE VIAL EACH,3KJ,CRITICAL ENVIRONMENT,BioproductionContainments,RIGID SOLUTIONS
8M020XPW-EP,20ML TYPE 1 GLASS VIALS W/CT,3KJ,CRITICAL ENVIRONMENT,BioproductionContainments,RIGID SOLUTIONS
CEE8M20PD-C1,20ML TYPE I CLR GLASS VIAL,2JT,6P40 CUSTOM CE OTHER,BioproductionContainments,RIGID SOLUTIONS
WV000599,20mm Flip Bridge Seal with Red Cap,2JT,6P40 CUSTOM CE OTHER,BioproductionContainments,RIGID SOLUTIONS
WV000641,"20mm Open Top Aluminum Seal, Unlined",2JT,6P40 CUSTOM CE OTHER,BioproductionContainments,RIGID SOLUTIONS
362150-0200EP,"20MM PP CAP, E-BEAM",2JU,6P50 CUSTOM CE NALGENE,BioproductionContainments,RIGID SOLUTIONS
WV017400A,"20MM SEAL FLIP-CAP, ALUM NAT",3KJ,CRITICAL ENVIRONMENT,BioproductionContainments,RIGID SOLUTIONS
WO17154,20MM STP SNAP ON BUTYL GRAY,2JT,6P40 CUSTOM CE OTHER,BioproductionContainments,RIGID SOLUTIONS
WV000594,"20MM Straight Plug Stopper, Gray Bromobutyl",3KJ,CRITICAL ENVIRONMENT,BioproductionContainments,RIGID SOLUTIONS
W2076/LP/DP-EP,"20MM WEST VAP BLK, 90/CS",2JR,6P20 STD CE,BioproductionContainments,RIGID SOLUTIONS
WV000580,20mm Yellow Flip-Off Alum Seal,2JT,6P40 CUSTOM CE OTHER,BioproductionContainments,RIGID SOLUTIONS
SH3B18959.01,20N,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT10751,"20X BRANCH AQG MANIFOLD, FUJIFILM DIOSYNTH",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B8042.03.20,"20x1000mL QC W/POLYPROPYLENE FITTINGS & CX5-14 FILM, Cytiva",2MD,2D MANIFOLD,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B8055.22.20,"20x10L Labtainer w/Quick-Connects, CX5-14, Cytiva",2MD,2D MANIFOLD,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B8055.03.20,"20x20L Labtainer w/Quick-Connects, CX5-14, Cytiva",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B8055.21.20,"20x5L Labtainer w/Quick-Connects, CX5-14, Cytiva",2MD,2D MANIFOLD,2DBioProcessContainers,FLEXIBLE SOLUTIONS
DOC.19135,21 CFR protocol,2LT,PROJECT SERVICES,BEAService,BEA
SH3B1261.01,"210 Liter Rectangular, CX5-14, Avecia Biotech.",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
DOC.18011,21CFR Protocol,2LX,VALIDATION,BEAService,BEA
SH3B8033.01,"220L 3D, Genzyme",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT11306,24 MANI CFLEX TO PHARMED AMGEN FTA,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B12305.01,"24 X 1L Labtainer Sampling Manifold CX5-14, Lonza",2MD,2D MANIFOLD,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT17271,"24 X 1L Labtainer Sampling Manifold, CX5-14, Lonza",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B18062.01,"24"" Braided Silicone Tubing Jumper, Brammer Bio",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B1628.01,"2400 L. HARVEST BAG (MM# 108508), JANSSEN",2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B1629.01,"2400L Media with Filters, CX5-14, (MM# 108525), Janssen",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
24-414TSWS-2,24-414 OT BONDED IN JAR TOC EACH,2JS,6P30 STD TOC,BioproductionContainments,RIGID SOLUTIONS
6MM024W-EP,24-414 OT W/.060 WELDED SEPTA,2JT,6P40 CUSTOM CE OTHER,BioproductionContainments,RIGID SOLUTIONS
SH3B23566.01,"25' 3/8"" ID Tubing w/3/4"" TC, KBI Biopharma",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B24699.01,"25' C-Flex, AQL X AQL w/Quickseal (MP03-L91 (TBD-0300)), KBI Biopharma",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B112891-I,"25 FT EXTENSION, AQG",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
S3384,25 ML EVA BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B15343.01,"25 Pack 1/2"" MPX Body (MPX17839), Pfizer (Sanford)",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B15346.01,"25 Pack MPX22X2239M, Pfizer (Sanford)",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B24908.01,"25' X 1"" ID Braided Silicone w/ 1.5"" TC (TBD-0470-CC04-L470), KBI Biopharma",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT111795,"25 X 100mL Labtainers, CX5-14 , Albumedix Ltd",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B103300-I,250 LITER BAG,2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT14778,250 LITER IMPULSE BAG,2L8,HC IMPULSE MIXERS,HardwareConsumables,BEA
HM00137-I,250 LITER MIX,2L8,HC IMPULSE MIXERS,HardwareConsumables,BEA
HM00428-I,250 LITER MIXER BAG,2L8,HC IMPULSE MIXERS,HardwareConsumables,BEA
B109594-N,250 ML BAG,2LC,HC PRECISE SYSTEMS,HardwareConsumables,BEA
B101812-I,250 ML BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B102736-N,250 ML BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
S114-250CTOC,250 ML CLEAR B.R. OTWS TOC EACH,3KJ,CRITICAL ENVIRONMENT,BioproductionContainments,RIGID SOLUTIONS
131-08CLP,250 ML CLR WM SS GLASS LOW PAR EACH,3KJ,CRITICAL ENVIRONMENT,BioproductionContainments,RIGID SOLUTIONS
SS00012-I,250 ML EVA BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PROSS00002-I,250 ML EVA BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B107281-I,250 ML EVA BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SS00007-I,250 ML EVA BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SS00002-I,250 ML EVA BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
157-250WNLP,"250 ML IP2, LP EACH",2JR,6P20 STD CE,BioproductionContainments,RIGID SOLUTIONS
PROSUT112089-N,"250 mL Labtainer, Aegis5-14  , Armi C-O Unh",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SS00025-I,250 ML PE BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SS00030-I,250 ML PE BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B116447-I,2500L BAG,2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B8540.01,"2500L BAG AEGIS5-14, BIOMARIN",2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
B119447-I,2500L BG FOR CONECRAFT,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
B119654-I,2500L BUFFER BAG 2500L,2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
PROSH3B2291.01,"2500L Double Bottom Drain   Buffer Bag, CX5-14 (Mm# 109173), Janssen",2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
PROSUT19665,"2500L Double Bottom Drain  Buffer Bag, CX5-14 , Janssen",2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT19665,"2500L DOUBLE BOTTOM DRAIN BUFFER BAG, CX5-14, JANSSEN",2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B17035.01,"2500L DOUBLE BOTTOM DRAIN W/ AQL, AEGIS5-14, JANSSEN",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B2291.01,"2500L DOUBLE BOTTOM DRAIN, BUFFER BAG, CX5-14 (MM# 109173), JANSSEN",2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT10145,2500L STORAGE BAG 2500L,2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH31074-01,250L  5:1 SUB W/DHS BAG,2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B21158.01,"250L 2:1 SUB (Aegis5-14), Patheon",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT13053,"250L 2:1 SUB BPC Octopus, AEGIS5-14, Alvotech",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT110580,"250L 2:1 SUB BPC W/KLEENPAK CONN., AEGIS5-14, POLPHARMA BIOLOGICS",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B24529.01,"250L 2:1 SUB Enhanced for Perfusion (ATF) (AEGIS5-14), Janssen Biotech",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT12663,"250L 2:1 SUB w/ DHS, AEGIS5-14, Alvotech",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B10216.01,"250L 2:1 SUB W/ UPSIZED IMPELLER & RAMAN SENSOR, AEGIS5-14, JANSSEN BIOLOGICS",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
PROSUT110015NI,"250L 2:1 SUB w/DHS, Aegis5-14 , Regeneron",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT12511,"250L 2:1 SUB w/DHS, AEGIS5-14, Catalent Pharma",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT17525,"250L 2:1 SUB w/DHS, AEGIS5-14, GTP Biologics",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B14390.01,"250L 2:1 SUB W/DHS, AEGIS5-14, JANSSEN",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT19028,"250L 2:1 SUB W/DHS, AEGIS5-14, JANSSEN",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH30999.03,"250L 2:1 SUB W/DHS, AEGIS5-14, STANDARD CATALOG PRODUCT",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT10008,"250L 2:1 SUB w/DHS, AEGIS5-14, Viralgen",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT12949,"250L 2:1 SUB w/DHS, AEGIS5-14, Wuxi",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT13793,"250L 2:1 SUB w/DHS, AEGIS5-14, Wuxi Biologics",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT12975,"250L 2:1 SUB w/DHS, AEGIS5-14, Wuxi Biologics",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT16065,"250L 2:1 SUB w/DHS, CX5-14, Thermo Fisher Biochemical Product",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B19270.01,"250L 2:1 SUB w/Dual Sparge, CX5-14, Roche",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT16046,"250L 2:1 SUB w/Dual Sparge, CX5-14, Thermo Fisher Beijing",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B7583.01,"250L 2:1 SUB WITH DHS 760x0.009, AEGIS5-14, ZOETIS",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT14719,"250L 2:1 SUB, (40039491), AEGIS5-14 , Zoetis",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT14451,"250L 2:1 SUB, AEGIS5-14, Eli Lilly",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B6218.01,"250L 2:1 SUB, AEGIS5-14, Lonza",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT16385,"250L 2:1 SUB, AEGIS5-14, Patheon Biologics",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH30972.03,"250L 2:1 SUB, AEGIS5-14, STANDARD CATALOG PRODUCT",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT15762,"250L 2:1 SUB, AEGIS5-14, Umass Biologics",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT18726,"250L 2:1 SUB, CX5-14, ZOETIS",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT12227,"250L 4:1 MC SUB, AEGIS5-14, Sanofi",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH31153.01,"250L 4:1 SUB Enhanced For FB, AEGIS5-14, Standard Catalog Product",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
PROSH31153.01,"250L 4:1 Sub Enhanced for FB, AEGIS5-14, Standard Catalog Product",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT17579,"250L 4:1 SUB ENHANCED FOR FB, AEGIS5-14, ZOETIS IRELAND",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT14647,"250L 4:1 SUB Enhanced For Fed-Batch And TFF, AEGIS5-14, Biogen IDEC",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT14823,"250L 4:1 SUB Enhanced For Fed-Batch, AEGIS5-14 , Janssen Biotech Inc",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT14492,"250L 4:1 SUB ENHANCED FOR MC, AEGIS5-14, SANOFI PASTEUR",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B20212.01,"250L 4:1 SUB w/Enhanced DHS for FB, AEGIS5-14, Eli Lilly",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT14601,"250L 4:1 SUB, FED-BATCH AND PERFUSION W/DHS, AEGIS5-14, UCB PRODUCTION",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B24738.01,"250L 5:1 MC SUB, AEGIS5-14, Merck Animal Health",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT10761,"250L 5:1 SUB Bag, Customization V1, AEGIS5-14 , Akouos",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT111271,"250L 5:1 SUB w/ DHS, CX5-14, Zonhon Biopharma Institute",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT15706,250L 5:1 SUB w/DHS & Frit Sparger AEGIS5-14  Chengdu Kangnuoxing,2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT10475,"250L 5:1 SUB w/DHS (Aegis5-14), Brammer Bio",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT110316,250L 5:1 SUB w/DHS Aegis5-14,2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT16892,"250L 5:1 SUB w/DHS For ATF, AEGIS5-14, Ultragenyx Pharmaceutical",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT110243,"250L 5:1 SUB w/DHS, Aegis5-14 , Brammer Bio",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT19105,"250L 5:1 SUB w/DHS, AEGIS5-14, Abbott Laboratories",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT19711,"250L 5:1 SUB w/DHS, AEGIS5-14, Elanco Animal Health",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT14694,"250L 5:1 SUB w/DHS, AEGIS5-14, Eli Lilly",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT110092,"250L 5:1 SUB w/DHS, Aegis5-14, Janssen",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT111362,"250L 5:1 SUB w/DHS, AEGIS5-14, Merck Sharp & Dohme Corp",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B20799.01,"250L 5:1 SUB W/DHS, AEGIS5-14, R-BIOPHARM RHONE",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT110015,"250L 5:1 SUB w/DHS, AEGIS5-14, Regeneron",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT16303,"250L 5:1 SUB W/DHS, AEGIS5-14, RICHTER GEDEON",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT13253,"250L 5:1 SUB W/DHS, AEGIS5-14, SANOFI PASTEUR",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH31075.01,"250L 5:1 SUB w/DHS, Aegis5-14, Standard Catalog Product",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT11589,"250L 5:1 SUB w/DHS, AEGIS5-14, Wuxi",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B18384.01,"250L 5:1 SUB w/DHS, Biocon Biopharmaceutical",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT12876,"250L 5:1 SUB W/DHS, CX5-14, Genscript (Nanjing)",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B14784.01,"250L 5:1 SUB W/DHS, CX5-14, MSD ANIMAL HEALTH",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH31074.01,"250L 5:1 SUB W/DHS, CX5-14, STANDARD CATALOG PRODUCT",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B14106.01,"250L 5:1 SUB W/DHS, MERCK",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B19528.01,"250L 5:1 SUB w/DHS, Merck Animal Health",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT00094.03,"250L 5:1 SUB w/Single Use Sensors, AEGIS5-14, Standard Catalog Product",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT15266,"250L 5:1 SUB With DHS And Frit Sparger, AEGIS5-14",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT14499,"250L 5:1 SUB, AEGIS5-14, Bristol Myers Squibb",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT14230,"250L 5:1 SUB, AEGIS5-14, Wuxi Biologics",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B11343.01,"250L ADW W/QUICK CONNECTS & MEISSNER FILTER, PROMEGA",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT17708,"250L ALLPAQ BAG, CX5-14 250L ALLPAQ BAG, CX5-14",2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT17704,"250L ALLPAQ BAG, CX5-14 250L ALLPAQ BAG, CX5-14",2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B2299.01,"250L ARCA CHAMBER W/PLUGGED ENDS, CX5-14, MSD INTERVET",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
B113744-I,250L BAG WITH FILTER,2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B10938.01,"250L Bottom Drain (CX5-14), Sanofi Pasteur",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT17952,250L Bottom Drain AEGIS5-14,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B11077.01,"250L BOTTOM DRAIN W/ FILTER & SAMPLE, SICOR BIOTECH",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B18533.04,"250L Bottom Drain w/AQG, Aegis5-14, Pfizer",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT16826,"250L BOTTOM DRAIN, 26/77 PE",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT19531,"250L Bottom Drain, AEGIS5-14, Genzyme Flanders",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT17952,"250L Bottom Drain, AEGIS5-14, Moderna Therapeutics",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT15217,"250L Bottom Drain, AEGIS5-14, Wuxi Biologics",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT10875,"250L Bottom Drain, CX5-14, Genzyme Flanders",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH31060.02,"250L BOTTOM DRAIN, CX5-14, STANDARD CATALOG PRODUCT",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B8240.02,"250L CUSTOM SUB, CX5-14, SIEMENS",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT13005,"250L IMPULSE BAG, AEGIS5-14",2L8,HC IMPULSE MIXERS,HardwareConsumables,BEA
HM00288-I,250L IMPULSE FAT BAG 250L,2L8,HC IMPULSE MIXERS,HardwareConsumables,BEA
SUT17496,"250L IMPULSE SUM,AEGIS5-14",2L8,HC IMPULSE MIXERS,HardwareConsumables,BEA
SUT13604,"250L IMPULSE, HOLD/IV/FINAL",2L8,HC IMPULSE MIXERS,HardwareConsumables,BEA
HM00416-I,250L MIX BAG,2L8,HC IMPULSE MIXERS,HardwareConsumables,BEA
HM00245-I,250L MIXER BAG,2L8,HC IMPULSE MIXERS,HardwareConsumables,BEA
SH31060-02,250L paq bag,2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B16624.01,"250L Seed Bioreactor (SUB-II-250L-0-0-0), Lonza AG",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT12176,250L SUB 250L SUB,2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUT13267,250L SUB 250L SUB,2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT110880,250L SUB 250L SUB,2L4,HC DYNADRIVE SUB,HardwareConsumables,BEA
SUT16478,"250L SUB 5:1 SUB Bag w/DHS ,CX5-14",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B12164.01,"250L SUB CX5-14, Nippon Zenyaku",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SV50237-17,250L SUB Motor,2LH,H HYPERFORMA SUB,BEAHardware,BEA
SH3B17641.01,"250L SUB w/DHS (Aegis5-14), Regeneron",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3098503,250L SUB W/DHS 25KG,2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B17819.01,"250L SUB w/Upsize Impeller, AEGIS5-14, Zoetis",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B12259.01,"250L SUB, Boehringer Ingelheim",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B6788.01,"250L SUB, Boehringer Ingelheim",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B6448.01,"250L SUB, CX5-14, NOVO NORDISK",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B3988.01,"250L, 2:1 SUB w/Hamilton Probes, CX5-14, Eli Lilly",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
8M250PD-EP/CS,250ML  DP LP IR,2JT,6P40 CUSTOM CE OTHER,BioproductionContainments,RIGID SOLUTIONS
SH3B11419.03,"250mL 100 PACK LABTAINER, NON-IRRADIATED - WL GORE",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT10720,"250mL 2D Labtainer (CX5-14), Sanofi Pasteur",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
CC1040,250ML AMB WM PKR USP TYPE III,2JT,6P40 CUSTOM CE OTHER,BioproductionContainments,RIGID SOLUTIONS
WV000651,250mL Amber Glass Bottle w/ red cap and pour ring,2JT,6P40 CUSTOM CE OTHER,BioproductionContainments,RIGID SOLUTIONS
131-08APF,"250ML AMBER JAR, PYROGEN FREE EACH",2DI,BA90 CUSTOM PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
S114-250ATOC,250ML AMBER TOC BOTTLE EACH,2DI,BA90 CUSTOM PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
ECEN9M250PDE3-10INFOR,250ML AMBER WIDE MOUTH BOTTLE W/45-400 PP CAP & 45MM LINER,4HV,PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
ECEN9M250PDE3INFOR,250ML AMBER WIDE MOUTH BOTTLE W/45-400 PP CAP & 45MM LINER,4HV,PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
CEE9Z8PD-E1,250ML AMBER WM PACKER,2JT,6P40 CUSTOM CE OTHER,BioproductionContainments,RIGID SOLUTIONS
121-08ALP,250ML AMBER WM PACKER EACH,2JR,6P20 STD CE,BioproductionContainments,RIGID SOLUTIONS
